id,group,user_id,experiment_question,experiment_answer
1510,3,d9c592e1-2dbf-4e94-9189-8bd87619f92d,Q13,6
571,1,ef551fc2-31fd-4916-89de-2ed35f1f8871,Q13,6
2401,1,f3e4cf6e-b5f5-46f8-ba9a-f48efd16e7ab,Q13,6
475,3,f97adbc2-cd4f-4aa3-a015-630d215a8f67,Q13,6
1411,3,fcd1939f-5daf-4ed7-adc8-ea3368ff1d69,Q13,6
915,0,ff05365f-9edf-4629-af16-c2f92610f880,Q13,6
792,0,075203ea-741f-4ba5-b4ab-d77ebeac4fa9,Q13,7
2435,3,0db42da8-6b45-4b31-95d0-784fea5a2156,Q13,7
155,2,20800aae-61a6-4d99-944b-6e675a6f67dc,Q13,7
2585,1,22060acd-c0d8-444d-aae3-bb53617af7bb,Q13,7
1000,1,2267bab7-77a1-4a41-8a69-0f6ab59ff2a1,Q13,7
685,0,23bea297-43cf-40c5-89f9-cb5bda5a580e,Q13,7
2251,1,285b4cc8-1454-4463-a970-29f987a8eedc,Q13,7
1827,3,2eeac7c9-fe86-454d-832b-32f62cb2a9dc,Q13,7
1711,0,3a041d99-673e-4792-a477-c3dff18f4bbf,Q13,7
230,1,42846988-91f6-4c07-aa1b-ee065edd5950,Q13,7
930,3,44d11e5e-a864-49e6-bcba-e3a4ed62cf7c,Q13,7
2367,3,45b61b18-3c73-4183-aa39-58f7fceac788,Q13,7
1810,3,4b2e02f0-41b2-492c-aa19-82298bf8cc00,Q13,7
1380,1,4c96e686-35e0-4ceb-9bd7-58e5f8d327b0,Q13,7
1493,2,548a8320-3955-4185-826d-4943d27eabb0,Q13,7
2452,2,584f239c-9715-47d6-9a7a-600d0b650a1b,Q13,7
127,0,5bc957d1-afeb-4d4d-88db-0f5249111deb,Q13,7
867,0,686fae68-5664-4bce-93b8-9a1d1f1a5a93,Q13,7
531,2,72c29668-22b7-495c-9f3e-a40dcd34b16f,Q13,7
1878,0,77a69935-e778-4905-8cd9-61017b468472,Q13,7
901,2,7a42bc55-84ae-47e2-b0d4-00c3d63777ec,Q13,7
750,1,7f6bf0bc-5bcb-4c62-a348-1cf3a990dbf9,Q13,7
1612,0,828806a3-4f0f-4a1d-9c90-142bebbd2988,Q13,7
141,3,872dba73-6dc5-432e-a406-556aaea51cd5,Q13,7
2415,2,8c07e3e2-337b-4725-9e8d-79ad90bd1e53,Q13,7
1130,0,9b704687-ac9d-4893-8862-65f628f6c6df,Q13,7
1578,1,a1ef8616-4779-49db-b143-2702ad90f29e,Q13,7
603,2,a27d2d04-2879-4ae9-916f-dc34c2a3fa90,Q13,7
2087,2,b6751005-2af3-4c54-937f-7df74291fbfe,Q13,7
455,3,b8a0a0e0-8fe4-4d15-8672-86b03b4f9f50,Q13,7
1059,3,bd985d65-a4fc-4625-90c6-62da12803a1d,Q13,7
13,3,c6bc3c9d-4ade-47a9-90bd-ce321f3928e8,Q13,7
2469,3,d1791678-d227-49d5-a4c5-5cb59153e1a2,Q13,7
2104,1,d32f1e62-2341-4397-a2e6-18b30f3477df,Q13,7
1240,3,e06cf2d3-a5a8-4c8a-ac52-823c0babd502,Q13,7
1311,1,e3db7923-6dbc-4cdb-8fe9-86d69bd4f5a7,Q13,7
1728,3,eae95567-02eb-46c4-98f8-48e9f332bc2e,Q13,7
778,1,f01349f9-ded5-4f3f-a53f-603977598671,Q13,7
881,2,f39c29dc-7bc4-40b8-b741-e98565fd338f,Q13,7
1192,0,f39ebb39-48c1-4829-8bb7-8fc67949b781,Q13,7
1445,3,f50405e4-d718-48e2-b3b7-63504cfc105f,Q13,7
2500,1,f5984d8a-8972-4622-ba8c-411f8791ba20,Q13,7
503,2,f661ee33-2f86-4c93-9e20-e0c5b83735b1,Q13,7
407,2,fad8ff3b-577c-43b3-96ed-08a7612d5156,Q13,7
1145,1,fb21e844-1e16-496f-bdf4-575d254d9412,Q13,7
720,2,048a0b29-7dd5-4454-be7e-09f37b670381,Q3,1
1336,0,1a4e2948-e138-446d-acee-b7c304e05f8d,Q3,1
1551,0,1df2f52a-36ad-4af5-9208-c57eb396d196,Q3,1
839,1,3c726ecc-8ef1-4d6f-b02a-b253ae0e057f,Q3,1
17,1,3ef57b73-f6c3-4355-8126-b2a875c988f3,Q3,1
1211,3,4a3bd85f-075d-452c-9cda-d1b68d544a02,Q3,1
1619,2,4fe002dc-5999-4eea-a22b-ced35bc84075,Q3,1
98,1,71cc3981-654d-4a0f-813f-2d112ab4b2c0,Q3,1
2289,2,7bfe444d-5691-480d-938f-902c3c97f6c5,Q3,1
740,1,7f6bf0bc-5bcb-4c62-a348-1cf3a990dbf9,Q3,1
2029,3,a0fcfd29-70af-4cda-b831-8a720c1c53d9,Q3,1
323,0,b9cfc9d5-5bd0-4d28-851d-d0c7630f162a,Q3,1
465,3,f97adbc2-cd4f-4aa3-a015-630d215a8f67,Q3,1
2541,2,fba51864-6819-4c43-bc7c-91ac12ac9c88,Q3,1
690,2,06483068-8764-4ab9-9140-f13e4904f70c,Q3,2
939,0,070f7fb0-92fa-452d-9fe0-47684467aef2,Q3,2
1902,3,0a1770d0-2aae-47ea-b4b3-89193a3728e4,Q3,2
2159,0,0fff75ce-5678-473c-963c-b9428b929a93,Q3,2
2227,1,114fe894-f9bd-4b75-ae3f-e8d2fa77e569,Q3,2
267,3,4ce8d2c8-52c6-4c8b-9e06-1800c737c428,Q3,2
117,0,5bc957d1-afeb-4d4d-88db-0f5249111deb,Q3,2
1933,1,7828f7b0-3997-4090-b4c9-7b7d73c375ee,Q3,2
1151,2,80a77ef9-4284-4da4-a16a-368b55b85c77,Q3,2
64,0,b785962a-e576-4aec-a776-79cf1753c24e,Q3,2
445,3,b8a0a0e0-8fe4-4d15-8672-86b03b4f9f50,Q3,2
1168,1,c5860b43-2d9c-4d9b-a56b-bf39e1dfdc46,Q3,2
1995,2,ccaa0ec7-3c35-4ebd-9120-83a52e7c2cf9,Q3,2
1253,2,cf7a46d0-8a58-4577-84a4-bd94c22e2106,Q3,2
754,2,dd7de6ff-2f07-489a-a391-0ad7d8ec2dbe,Q3,2
1517,1,dfd29216-24fb-44bd-a58a-e8ad6f35254f,Q3,2
1401,3,fcd1939f-5daf-4ed7-adc8-ea3368ff1d69,Q3,2
782,0,075203ea-741f-4ba5-b4ab-d77ebeac4fa9,Q3,3
1834,1,0c29e4d6-1ed2-4d04-81d4-a9adfa8c7a51,Q3,3
1981,3,16b06c1b-acf6-46c6-83c4-2858f11fe174,Q3,3
145,2,20800aae-61a6-4d99-944b-6e675a6f67dc,Q3,3
1800,3,4b2e02f0-41b2-492c-aa19-82298bf8cc00,Q3,3
360,0,74061a8f-ffb1-415a-aee2-6a8bff72cb34,Q3,3
507,0,84eeb3c8-5288-4d2e-b92a-be64f1c99214,Q3,3
2340,2,9216d40f-7c4e-4b1b-af28-68d1cde9c2fe,Q3,3
1667,2,a07a6525-58e1-4e64-8c14-15ebb3e0e228,Q3,3
2306,0,c5faf32c-b23e-414d-a79f-5dd9fae319b3,Q3,3
2255,3,cac9f63b-50af-49e4-b028-76f2d8181dc2,Q3,3
561,1,ef551fc2-31fd-4916-89de-2ed35f1f8871,Q3,3
1735,1,05a3f185-4a3b-4feb-8d25-efdad9d3a370,Q3,4
2193,2,1cc65f23-3d27-4b03-8a9c-dd91c86e8350,Q3,4
1466,1,1e7dca81-7f69-492e-b64d-01dabdd32e4d,Q3,4
1763,1,204fdfb9-618c-4f6e-8f88-363949f94ff3,Q3,4
2575,1,22060acd-c0d8-444d-aae3-bb53617af7bb,Q3,4
173,0,3a31b5bc-6b9e-4462-a6a0-a39220cfb7b2,Q3,4
2275,0,3cdc0d24-a8be-41af-9a51-0a72510ab95e,Q3,4
1370,1,4c96e686-35e0-4ceb-9bd7-58e5f8d327b0,Q3,4
1007,2,4f0efcf0-10f4-438c-b9c1-74d5451779f1,Q3,4
521,2,72c29668-22b7-495c-9f3e-a40dcd34b16f,Q3,4
1035,1,72c71801-fffd-4b3f-bea8-0b5afaf88730,Q3,4
1653,0,84c19078-8d17-4e20-b11d-5f505b5fcdad,Q3,4
374,3,89dce7f3-3d1f-4fbd-8de9-040d4594b9c5,Q3,4
659,3,9b48bf60-8c40-4c51-8bb6-5c5aa94c388b,Q3,4
412,1,9f2db8dc-2480-42ea-af33-ecfc086861fa,Q3,4
1087,0,b1821d90-2108-4188-b2fe-ca5c18630f89,Q3,4
2592,0,b748a547-c32e-4918-8b1c-b13cd5937957,Q3,4
812,3,bd2bac90-64d7-4e15-8eda-d4daaee70733,Q3,4
238,1,d2c20c5a-d074-4410-89de-fe5da73ebcf6,Q3,4
2210,0,d7510b28-25a3-4d64-82bd-b57cd4125c27,Q3,4
2425,3,0db42da8-6b45-4b31-95d0-784fea5a2156,Q3,5
159,0,1930e9fa-917c-4056-b427-c59f067e4072,Q3,5
2241,1,285b4cc8-1454-4463-a970-29f987a8eedc,Q3,5
1534,2,34192248-6d1d-4494-9fd5-d12c9620da52,Q3,5
920,3,44d11e5e-a864-49e6-bcba-e3a4ed62cf7c,Q3,5
1064,0,457e29c4-c2e1-4c09-9992-b4b1ffb89d12,Q3,5
1106,3,4b500215-f0c9-4af4-ad4b-fd27cc0e5309,Q3,5
2012,2,505c3a98-53a6-4922-8d2f-07a3fcad73a6,Q3,5
1885,2,51bed5d0-5dbc-4a97-8995-3a17a498e31c,Q3,5
2323,1,59f2606c-25b4-4f22-9ffc-3481170c9bbc,Q3,5
2176,3,6220043c-e6d3-4d15-a6fd-b9408a0d5687,Q3,5
281,3,8242a116-094f-41b4-b401-6618b1d1af2e,Q3,5
2405,2,8c07e3e2-337b-4725-9e8d-79ad90bd1e53,Q3,5
49,1,8dea0420-5299-4c0c-abb8-04f1f9888efa,Q3,5
1851,2,93b3f96d-e38a-4e72-91e3-4617e64ea904,Q3,5
342,0,a1d55e3a-0ccf-488f-80a5-c73e9885e3a7,Q3,5
1568,1,a1ef8616-4779-49db-b143-2702ad90f29e,Q3,5
1415,2,b6107668-87b6-4b99-b576-dda0c368f3e7,Q3,5
2077,2,b6751005-2af3-4c54-937f-7df74291fbfe,Q3,5
35,2,bde2c99a-812a-4f53-a181-ce9f2b77d926,Q3,5
2371,0,cdb6201d-ffff-474d-8656-3d254c7891d9,Q3,5
2507,3,d1ff42e9-487b-42eb-8276-3197e42285f4,Q3,5
547,3,d21803a4-7122-4082-9fb5-9d852beee96e,Q3,5
2490,1,f5984d8a-8972-4622-ba8c-411f8791ba20,Q3,5
397,2,fad8ff3b-577c-43b3-96ed-08a7612d5156,Q3,5
642,1,03ff84cc-61b3-4cd4-aed1-461eee3ea68f,Q3,6
2145,1,095b3e7c-cba1-4f32-b9fb-8d96ffcb06b6,Q3,6
976,0,17092c37-c8c0-4bbe-a47d-4f88ec7c40ee,Q3,6
610,2,2b3a04cb-7b33-4198-9dd9-697ae47b3b43,Q3,6
2558,3,36bb1693-580d-4d5a-9b0b-6d415d60daed,Q3,6
1270,3,3cb39e27-0b65-400f-b96e-10c1921f31c3,Q3,6
220,1,42846988-91f6-4c07-aa1b-ee065edd5950,Q3,6
431,1,4b91439e-80fb-4d28-b598-5e5500301121,Q3,6
190,3,52545f70-c005-452a-a498-733cf218a2a8,Q3,6
1483,2,548a8320-3955-4185-826d-4943d27eabb0,Q3,6
2442,2,584f239c-9715-47d6-9a7a-600d0b650a1b,Q3,6
1780,2,620597f8-d1cf-4aad-b244-e713639d3e8e,Q3,6
1919,2,7165c80a-f033-4b42-ad03-a505aecbcbea,Q3,6
1681,1,7b1f5887-f51f-4760-a993-3977d6e73d92,Q3,6
1284,0,827435fc-7597-40c5-8541-6230dd55d295,Q3,6
131,3,872dba73-6dc5-432e-a406-556aaea51cd5,Q3,6
2046,1,90e41123-d6f6-4725-841e-da9a5571e59d,Q3,6
83,2,9b267736-94b7-4e6e-a31b-95945d357b9c,Q3,6
1120,0,9b704687-ac9d-4893-8862-65f628f6c6df,Q3,6
204,2,9c4fa3ac-38d0-4b63-9d0f-2e74d8453aaa,Q3,6
796,1,a0a3c514-8778-42ae-a942-fdb731f65633,Q3,6
593,2,a27d2d04-2879-4ae9-916f-dc34c2a3fa90,Q3,6
2063,0,ac583f19-7628-4b0c-8c1e-325374f6c1bd,Q3,6
1321,2,b76c53df-6df6-45f8-acf0-3620bc813a7f,Q3,6
3,3,c6bc3c9d-4ade-47a9-90bd-ce321f3928e8,Q3,6
1718,3,eae95567-02eb-46c4-98f8-48e9f332bc2e,Q3,6
768,1,f01349f9-ded5-4f3f-a53f-603977598671,Q3,6
1452,0,f06cecb0-0cd7-4a8a-87b0-b920ea407065,Q3,6
1182,0,f39ebb39-48c1-4829-8bb7-8fc67949b781,Q3,6
493,2,f661ee33-2f86-4c93-9e20-e0c5b83735b1,Q3,6
2128,3,022b0727-abba-498e-b76e-ac553df35658,Q3,7
953,3,076acda8-7215-4653-bdb8-e93ea5639c10,Q3,7
1196,3,1089a767-6ccb-4bce-92a8-d01112fc6596,Q3,7
1749,0,1da05f39-98bf-4e19-85fd-bf3025ccd598,Q3,7
575,3,224c15ab-f507-4bf4-b101-9d1006a9bde0,Q3,7
2476,0,22663324-b256-4a96-b89d-41aec1c7ae68,Q3,7
990,1,2267bab7-77a1-4a41-8a69-0f6ab59ff2a1,Q3,7
675,0,23bea297-43cf-40c5-89f9-cb5bda5a580e,Q3,7
1353,3,2af8a1a0-98bc-48bd-99bb-981c6b37899d,Q3,7
1817,3,2eeac7c9-fe86-454d-832b-32f62cb2a9dc,Q3,7
1636,3,36381c3e-6fb1-4852-82b8-22bf52396fc9,Q3,7
1701,0,3a041d99-673e-4792-a477-c3dff18f4bbf,Q3,7
1950,0,3ffab70b-0638-4914-9436-5c0f0d22c398,Q3,7
2357,3,45b61b18-3c73-4183-aa39-58f7fceac788,Q3,7
309,3,65ee3610-eb2b-4150-8372-ab45ef13d315,Q3,7
857,0,686fae68-5664-4bce-93b8-9a1d1f1a5a93,Q3,7
1868,0,77a69935-e778-4905-8cd9-61017b468472,Q3,7
2111,2,77e39f91-0c70-4175-88b0-6aa6a5f057a7,Q3,7
891,2,7a42bc55-84ae-47e2-b0d4-00c3d63777ec,Q3,7
1585,3,7a6992f0-3c6a-4e16-ab79-59b9426f3da5,Q3,7
1602,0,828806a3-4f0f-4a1d-9c90-142bebbd2988,Q3,7
295,2,82907c4b-4267-46a0-8ac9-8755d2d2e7b9,Q3,7
1021,2,8a228fc0-004f-45b9-b07c-0df4323fce69,Q3,7
706,3,8f3f2df9-0c33-416a-b3c2-c3558c759a70,Q3,7
1384,1,9ce9b015-fa76-4a00-93f8-5b2d6319b002,Q3,7
1049,3,bd985d65-a4fc-4625-90c6-62da12803a1d,Q3,7
479,0,d126d40c-053b-4142-b8a3-6c62c32a6fbe,Q3,7
2459,3,d1791678-d227-49d5-a4c5-5cb59153e1a2,Q3,7
2094,1,d32f1e62-2341-4397-a2e6-18b30f3477df,Q3,7
625,1,d77a3366-2bfb-46b1-93c0-cdbe73fd4b98,Q3,7
1500,3,d9c592e1-2dbf-4e94-9189-8bd87619f92d,Q3,7
1230,3,e06cf2d3-a5a8-4c8a-ac52-823c0babd502,Q3,7
1301,1,e3db7923-6dbc-4cdb-8fe9-86d69bd4f5a7,Q3,7
1967,1,eca8d7eb-f72e-4b1e-9ba0-aaa0213120e0,Q3,7
2524,0,efcb48eb-b211-4fec-958b-45e35d59ba02,Q3,7
871,2,f39c29dc-7bc4-40b8-b741-e98565fd338f,Q3,7
2391,1,f3e4cf6e-b5f5-46f8-ba9a-f48efd16e7ab,Q3,7
1435,3,f50405e4-d718-48e2-b3b7-63504cfc105f,Q3,7
1135,1,fb21e844-1e16-496f-bdf4-575d254d9412,Q3,7
905,0,ff05365f-9edf-4629-af16-c2f92610f880,Q3,7
15,1,3ef57b73-f6c3-4355-8126-b2a875c988f3,Q1,1
358,0,74061a8f-ffb1-415a-aee2-6a8bff72cb34,Q1,1
293,2,82907c4b-4267-46a0-8ac9-8755d2d2e7b9,Q1,1
47,1,8dea0420-5299-4c0c-abb8-04f1f9888efa,Q1,1
2157,0,0fff75ce-5678-473c-963c-b9428b929a93,Q1,2
171,0,3a31b5bc-6b9e-4462-a6a0-a39220cfb7b2,Q1,2
1993,2,ccaa0ec7-3c35-4ebd-9120-83a52e7c2cf9,Q1,2
752,2,dd7de6ff-2f07-489a-a391-0ad7d8ec2dbe,Q1,2
937,0,070f7fb0-92fa-452d-9fe0-47684467aef2,Q1,3
1334,0,1a4e2948-e138-446d-acee-b7c304e05f8d,Q1,3
2556,3,36bb1693-580d-4d5a-9b0b-6d415d60daed,Q1,3
1005,2,4f0efcf0-10f4-438c-b9c1-74d5451779f1,Q1,3
1149,2,80a77ef9-4284-4da4-a16a-368b55b85c77,Q1,3
1651,0,84c19078-8d17-4e20-b11d-5f505b5fcdad,Q1,3
2143,1,095b3e7c-cba1-4f32-b9fb-8d96ffcb06b6,Q1,4
2191,2,1cc65f23-3d27-4b03-8a9c-dd91c86e8350,Q1,4
1062,0,457e29c4-c2e1-4c09-9992-b4b1ffb89d12,Q1,4
265,3,4ce8d2c8-52c6-4c8b-9e06-1800c737c428,Q1,4
1033,1,72c71801-fffd-4b3f-bea8-0b5afaf88730,Q1,4
2109,2,77e39f91-0c70-4175-88b0-6aa6a5f057a7,Q1,4
1679,1,7b1f5887-f51f-4760-a993-3977d6e73d92,Q1,4
1849,2,93b3f96d-e38a-4e72-91e3-4617e64ea904,Q1,4
1665,2,a07a6525-58e1-4e64-8c14-15ebb3e0e228,Q1,4
2027,3,a0fcfd29-70af-4cda-b831-8a720c1c53d9,Q1,4
1566,1,a1ef8616-4779-49db-b143-2702ad90f29e,Q1,4
2590,0,b748a547-c32e-4918-8b1c-b13cd5937957,Q1,4
1319,2,b76c53df-6df6-45f8-acf0-3620bc813a7f,Q1,4
62,0,b785962a-e576-4aec-a776-79cf1753c24e,Q1,4
236,1,d2c20c5a-d074-4410-89de-fe5da73ebcf6,Q1,4
1965,1,eca8d7eb-f72e-4b1e-9ba0-aaa0213120e0,Q1,4
2126,3,022b0727-abba-498e-b76e-ac553df35658,Q1,5
688,2,06483068-8764-4ab9-9140-f13e4904f70c,Q1,5
780,0,075203ea-741f-4ba5-b4ab-d77ebeac4fa9,Q1,5
1900,3,0a1770d0-2aae-47ea-b4b3-89193a3728e4,Q1,5
1832,1,0c29e4d6-1ed2-4d04-81d4-a9adfa8c7a51,Q1,5
2423,3,0db42da8-6b45-4b31-95d0-784fea5a2156,Q1,5
2225,1,114fe894-f9bd-4b75-ae3f-e8d2fa77e569,Q1,5
1979,3,16b06c1b-acf6-46c6-83c4-2858f11fe174,Q1,5
1549,0,1df2f52a-36ad-4af5-9208-c57eb396d196,Q1,5
1761,1,204fdfb9-618c-4f6e-8f88-363949f94ff3,Q1,5
2474,0,22663324-b256-4a96-b89d-41aec1c7ae68,Q1,5
1532,2,34192248-6d1d-4494-9fd5-d12c9620da52,Q1,5
837,1,3c726ecc-8ef1-4d6f-b02a-b253ae0e057f,Q1,5
1209,3,4a3bd85f-075d-452c-9cda-d1b68d544a02,Q1,5
1368,1,4c96e686-35e0-4ceb-9bd7-58e5f8d327b0,Q1,5
96,1,71cc3981-654d-4a0f-813f-2d112ab4b2c0,Q1,5
2287,2,7bfe444d-5691-480d-938f-902c3c97f6c5,Q1,5
1282,0,827435fc-7597-40c5-8541-6230dd55d295,Q1,5
372,3,89dce7f3-3d1f-4fbd-8de9-040d4594b9c5,Q1,5
794,1,a0a3c514-8778-42ae-a942-fdb731f65633,Q1,5
2304,0,c5faf32c-b23e-414d-a79f-5dd9fae319b3,Q1,5
2208,0,d7510b28-25a3-4d64-82bd-b57cd4125c27,Q1,5
1515,1,dfd29216-24fb-44bd-a58a-e8ad6f35254f,Q1,5
1450,0,f06cecb0-0cd7-4a8a-87b0-b920ea407065,Q1,5
640,1,03ff84cc-61b3-4cd4-aed1-461eee3ea68f,Q1,6
718,2,048a0b29-7dd5-4454-be7e-09f37b670381,Q1,6
1194,3,1089a767-6ccb-4bce-92a8-d01112fc6596,Q1,6
974,0,17092c37-c8c0-4bbe-a47d-4f88ec7c40ee,Q1,6
157,0,1930e9fa-917c-4056-b427-c59f067e4072,Q1,6
1464,1,1e7dca81-7f69-492e-b64d-01dabdd32e4d,Q1,6
2573,1,22060acd-c0d8-444d-aae3-bb53617af7bb,Q1,6
573,3,224c15ab-f507-4bf4-b101-9d1006a9bde0,Q1,6
988,1,2267bab7-77a1-4a41-8a69-0f6ab59ff2a1,Q1,6
2239,1,285b4cc8-1454-4463-a970-29f987a8eedc,Q1,6
608,2,2b3a04cb-7b33-4198-9dd9-697ae47b3b43,Q1,6
1815,3,2eeac7c9-fe86-454d-832b-32f62cb2a9dc,Q1,6
1634,3,36381c3e-6fb1-4852-82b8-22bf52396fc9,Q1,6
1268,3,3cb39e27-0b65-400f-b96e-10c1921f31c3,Q1,6
2273,0,3cdc0d24-a8be-41af-9a51-0a72510ab95e,Q1,6
1948,0,3ffab70b-0638-4914-9436-5c0f0d22c398,Q1,6
218,1,42846988-91f6-4c07-aa1b-ee065edd5950,Q1,6
918,3,44d11e5e-a864-49e6-bcba-e3a4ed62cf7c,Q1,6
2355,3,45b61b18-3c73-4183-aa39-58f7fceac788,Q1,6
1798,3,4b2e02f0-41b2-492c-aa19-82298bf8cc00,Q1,6
429,1,4b91439e-80fb-4d28-b598-5e5500301121,Q1,6
1617,2,4fe002dc-5999-4eea-a22b-ced35bc84075,Q1,6
2010,2,505c3a98-53a6-4922-8d2f-07a3fcad73a6,Q1,6
1883,2,51bed5d0-5dbc-4a97-8995-3a17a498e31c,Q1,6
2321,1,59f2606c-25b4-4f22-9ffc-3481170c9bbc,Q1,6
2174,3,6220043c-e6d3-4d15-a6fd-b9408a0d5687,Q1,6
1931,1,7828f7b0-3997-4090-b4c9-7b7d73c375ee,Q1,6
279,3,8242a116-094f-41b4-b401-6618b1d1af2e,Q1,6
505,0,84eeb3c8-5288-4d2e-b92a-be64f1c99214,Q1,6
1019,2,8a228fc0-004f-45b9-b07c-0df4323fce69,Q1,6
2403,2,8c07e3e2-337b-4725-9e8d-79ad90bd1e53,Q1,6
704,3,8f3f2df9-0c33-416a-b3c2-c3558c759a70,Q1,6
2338,2,9216d40f-7c4e-4b1b-af28-68d1cde9c2fe,Q1,6
81,2,9b267736-94b7-4e6e-a31b-95945d357b9c,Q1,6
657,3,9b48bf60-8c40-4c51-8bb6-5c5aa94c388b,Q1,6
202,2,9c4fa3ac-38d0-4b63-9d0f-2e74d8453aaa,Q1,6
410,1,9f2db8dc-2480-42ea-af33-ecfc086861fa,Q1,6
2061,0,ac583f19-7628-4b0c-8c1e-325374f6c1bd,Q1,6
1085,0,b1821d90-2108-4188-b2fe-ca5c18630f89,Q1,6
2075,2,b6751005-2af3-4c54-937f-7df74291fbfe,Q1,6
443,3,b8a0a0e0-8fe4-4d15-8672-86b03b4f9f50,Q1,6
321,0,b9cfc9d5-5bd0-4d28-851d-d0c7630f162a,Q1,6
810,3,bd2bac90-64d7-4e15-8eda-d4daaee70733,Q1,6
33,2,bde2c99a-812a-4f53-a181-ce9f2b77d926,Q1,6
1166,1,c5860b43-2d9c-4d9b-a56b-bf39e1dfdc46,Q1,6
1,3,c6bc3c9d-4ade-47a9-90bd-ce321f3928e8,Q1,6
2253,3,cac9f63b-50af-49e4-b028-76f2d8181dc2,Q1,6
2369,0,cdb6201d-ffff-474d-8656-3d254c7891d9,Q1,6
1251,2,cf7a46d0-8a58-4577-84a4-bd94c22e2106,Q1,6
2505,3,d1ff42e9-487b-42eb-8276-3197e42285f4,Q1,6
545,3,d21803a4-7122-4082-9fb5-9d852beee96e,Q1,6
2092,1,d32f1e62-2341-4397-a2e6-18b30f3477df,Q1,6
623,1,d77a3366-2bfb-46b1-93c0-cdbe73fd4b98,Q1,6
1498,3,d9c592e1-2dbf-4e94-9189-8bd87619f92d,Q1,6
2522,0,efcb48eb-b211-4fec-958b-45e35d59ba02,Q1,6
2389,1,f3e4cf6e-b5f5-46f8-ba9a-f48efd16e7ab,Q1,6
2488,1,f5984d8a-8972-4622-ba8c-411f8791ba20,Q1,6
463,3,f97adbc2-cd4f-4aa3-a015-630d215a8f67,Q1,6
1133,1,fb21e844-1e16-496f-bdf4-575d254d9412,Q1,6
2539,2,fba51864-6819-4c43-bc7c-91ac12ac9c88,Q1,6
1733,1,05a3f185-4a3b-4feb-8d25-efdad9d3a370,Q1,7
951,3,076acda8-7215-4653-bdb8-e93ea5639c10,Q1,7
1747,0,1da05f39-98bf-4e19-85fd-bf3025ccd598,Q1,7
143,2,20800aae-61a6-4d99-944b-6e675a6f67dc,Q1,7
673,0,23bea297-43cf-40c5-89f9-cb5bda5a580e,Q1,7
1351,3,2af8a1a0-98bc-48bd-99bb-981c6b37899d,Q1,7
1699,0,3a041d99-673e-4792-a477-c3dff18f4bbf,Q1,7
1104,3,4b500215-f0c9-4af4-ad4b-fd27cc0e5309,Q1,7
188,3,52545f70-c005-452a-a498-733cf218a2a8,Q1,7
1481,2,548a8320-3955-4185-826d-4943d27eabb0,Q1,7
2440,2,584f239c-9715-47d6-9a7a-600d0b650a1b,Q1,7
115,0,5bc957d1-afeb-4d4d-88db-0f5249111deb,Q1,7
1778,2,620597f8-d1cf-4aad-b244-e713639d3e8e,Q1,7
307,3,65ee3610-eb2b-4150-8372-ab45ef13d315,Q1,7
855,0,686fae68-5664-4bce-93b8-9a1d1f1a5a93,Q1,7
1917,2,7165c80a-f033-4b42-ad03-a505aecbcbea,Q1,7
519,2,72c29668-22b7-495c-9f3e-a40dcd34b16f,Q1,7
1866,0,77a69935-e778-4905-8cd9-61017b468472,Q1,7
889,2,7a42bc55-84ae-47e2-b0d4-00c3d63777ec,Q1,7
1583,3,7a6992f0-3c6a-4e16-ab79-59b9426f3da5,Q1,7
738,1,7f6bf0bc-5bcb-4c62-a348-1cf3a990dbf9,Q1,7
1600,0,828806a3-4f0f-4a1d-9c90-142bebbd2988,Q1,7
129,3,872dba73-6dc5-432e-a406-556aaea51cd5,Q1,7
2044,1,90e41123-d6f6-4725-841e-da9a5571e59d,Q1,7
1118,0,9b704687-ac9d-4893-8862-65f628f6c6df,Q1,7
1382,1,9ce9b015-fa76-4a00-93f8-5b2d6319b002,Q1,7
340,0,a1d55e3a-0ccf-488f-80a5-c73e9885e3a7,Q1,7
591,2,a27d2d04-2879-4ae9-916f-dc34c2a3fa90,Q1,7
1413,2,b6107668-87b6-4b99-b576-dda0c368f3e7,Q1,7
1047,3,bd985d65-a4fc-4625-90c6-62da12803a1d,Q1,7
477,0,d126d40c-053b-4142-b8a3-6c62c32a6fbe,Q1,7
2457,3,d1791678-d227-49d5-a4c5-5cb59153e1a2,Q1,7
1228,3,e06cf2d3-a5a8-4c8a-ac52-823c0babd502,Q1,7
1299,1,e3db7923-6dbc-4cdb-8fe9-86d69bd4f5a7,Q1,7
1716,3,eae95567-02eb-46c4-98f8-48e9f332bc2e,Q1,7
559,1,ef551fc2-31fd-4916-89de-2ed35f1f8871,Q1,7
766,1,f01349f9-ded5-4f3f-a53f-603977598671,Q1,7
869,2,f39c29dc-7bc4-40b8-b741-e98565fd338f,Q1,7
1180,0,f39ebb39-48c1-4829-8bb7-8fc67949b781,Q1,7
1433,3,f50405e4-d718-48e2-b3b7-63504cfc105f,Q1,7
491,2,f661ee33-2f86-4c93-9e20-e0c5b83735b1,Q1,7
395,2,fad8ff3b-577c-43b3-96ed-08a7612d5156,Q1,7
1399,3,fcd1939f-5daf-4ed7-adc8-ea3368ff1d69,Q1,7
903,0,ff05365f-9edf-4629-af16-c2f92610f880,Q1,7
19,1,3ef57b73-f6c3-4355-8126-b2a875c988f3,Q5,1
